P_cname,data_type,p_affliation,p_description,p_eduction,p_gender,p_id,p_image,p_interest,p_languages,p_location,p_name,p_profession,p_specialties,s_add_post,s_add_state,s_add_street,s_add_suburb,s_address,s_afterhours,s_bulkbilled,s_clinic_name,s_description,s_id,s_mobile,s_opening_hours,s_phone,s_specialties,s_website
,Practice,,,,,,,,,,,,,2151,NSW,,North Parramatta,"16 / 16 / 421 Church Street, North Parramatta, NSW, 2151",false,false,BioMediK Family Health Clinic,"That is the BioMediK watchword and something that permeates all our natural healing services.Through our range of natural remedies and lifestyle paths, holistic therapies, complementary medicine and alternative healing we provide all Australian citizens with the potential and knowledge to live healthier, happier lives free from mainstream methodology, prescribed drugs and other manufactured synthetic cures for illness.Adopting a lifestyle based on naturopathic principles can only lead to one thing a life made richer by purity, the human body's capability for self-healing and replenishment, and natures plentiful supply of honest, organic resources.It is our ultimate aim to create a healthier society for Australian citizens and International brethren and we will do this through the promotion and practice of our natural, safe and simple techniques such as:NaturopathyOsteopathyReflexologyAcupunctureHomoeopathyChinese medicineAyurvedic medicineChiropracticYogaMeditationMassageDietary BalancingHerbalismIridologyWe have some of the countrys finest practitioners in all the above fields of natural healing and complementary medicine waiting to help you get on the right path for a healthier life and happier lifestyle.",47773,,,+61296305843,"Acupuncture, Chinese Medicine, Chiropractic, Dietetics, Homeopathy, Massage, Naturopathy, Nutritiona",
,Practice,,,,,,,,,,,,,4109,QLD,,Macgregor,"14 Ilya Street, Macgregor, QLD, 4109",false,false,BoWha Oriental Clinic," The Bo Wha Oriental Clinic has been established to bring the benefits of traditional oriental medical techniques to Brisbane. &nbsp;Our qualified, experienced, practitioner uses time proven techniques to improve the health of our patients, including:&nbsp;AcupunctureCuppingMoxibustionEar AcupunctureChinese Herbs&nbsp;Located in MacGregor, not far off the Pacific Highway, our patients have access to other nearby allied health services such as GPs, Pharmacies, Physiotherapists and Psychologists. &nbsp;As a private billing practice, we strive to provide the highest quality services for our patients. Practice fees include $60 for your initial consultation, and $50 for standard consultations. For more details regarding our billing, please speak to our friendly reception staff. &nbsp;Our location on Ilya Street has been selected to provide a safe, welcoming, environment to our patients. We have on site and street parking available, and those visiting us via public transport can catch the 122 bus route to nearby Omeo St. With the Pacific Highway only a short distance, we are a great option for patients form Sunnybank, Sunnybank hills. Roberson, Upper Mt Gravatt, Eight Mile Plains, Mansfield, Wishart, Runcorn, Mt Gravatt East and Holland Park.To provide our patients with healthcare that fits in with their busy lives, we are open six days a week, Monday to Saturday. Our appointments are available from 9am to 5pm, and booking an appointment is easy and can be done at any time using our convenient online booking service. Simply scroll to the top of the page and click on a suitable appointment time from the options displayed to get started now.&nbsp;",64162,,,+61732191002,"Acupuncture, Chinese Medicine",
,Practice,,,,,,,,,,,,,5089,SA,,Highbury,"24 Elliston Avenue, Highbury, SA, 5089",false,false,Beyond Health Acupunture,,67885,,,            ,"Acupuncture, Chinese Medicine",
,Practice,,,,,,,,,,,,,6000,WA,,Perth,"84 Edward Street, Perth, WA, 6000",false,false,Beijing Acupuncture and Herbal Clinic,,67459,,,+61892275766,"Chinese Medicine, Acupuncture",
,Practice,,,,,,,,,,,,,6027,WA,,Joondalup,"(Corner McLarty Avenue) 16 / (Corner McLarty Avenue) 16 / 16 Hammersmith Court, Joondalup, WA, 6027",false,false,Better Health Naturopathic Clinic,,45407,,,+61893000018,Chinese Medicine,
,Practice,,,,,,,,,,,,,3190,VIC,,Highett,"1225 Nepean Highway, Highett, VIC, 3190",false,false,Beingwell Healthcare,,39161,,,+61395857868,"Chiropractic, Integrative Medicine, Myotherapy, Remedial Therapy, Allergy",
,Practice,,,,,,,,,,,,,4151,QLD,,Coorparoo,"55 Clarence Street, Coorparoo, QLD, 4151",false,false,Australian Acupuncture & Chinese Medicine,,45448,,,+61733242599,Chinese Medicine,
,Practice,,,,,,,,,,,,,2000,NSW,,Sydney,"Level 1 / Level 1 / 725 George Street, Sydney, NSW, 2000",false,false,Beijing Tong Ren Tang,,41685,,,+61292801133,Chinese Medicine,
,Practice,,,,,,,,,,,,,4074,QLD,,Jindalee,"Homemaker Centre / 34 Goggs Road, Jindalee, QLD, 4074",false,false,Bonfire Health,,40502,,,+61732791515,Chinese Medicine,
,Practice,,,,,,,,,,,,,4065,QLD,,Bardon,"151  Boundary Road, Bardon, QLD, 4065",false,false,Bardon Councelling & Natural Therapy Centre,,46186,,,+61733681300,Chinese Medicine,
,Practice,,,,,,,,,,,,,6000,WA,,Perth,"84 Edward Street, Perth, WA, 6000",false,false,Beijing Acupuncture & Herbal Clinic,,41613,,,+61892275766,Chinese Medicine,
,Practice,,,,,,,,,,,,,3147,VIC,,Ashburton,"281a High Street, Ashburton, VIC, 3147",false,false,Ashburton Natural Clinic," Ashburton Natural Clinic was founded and owned by Ann Zhu, a highly trained and experienced therapist who specializes in chronic pain, &nbsp;injuries, &nbsp;women's health issues and stress management. With a wide range of specialized training and over 25 years of experience, Ann Zhu runs her clinic with care and professionalism. Our goal is that you feel relaxed, cared for and treated with the highest quality of service and on your way to becoming your healthiest self.&nbsp;Below is a range of services that we specialize in at our clinic:Acupuncture Cupping Gua Sha Moxibustion Chinese Herbal MedicineMassage (Acupressure, Trigger points, Remedial, Relaxation, Chinese, Thai)&nbsp;Alongside our range of natural services provided at our clinic, there are also a range of Health services located near by including General Practice, Podiatry, Physiotherapy, Chiropractic, Naturopathy and Pathology.&nbsp;Located on High Street in Ashburton, we are a close one minute walk from Ashburton train station and bus stop. There is also ample one or two hours parking in front of our clinic and surrounding streets. For those travelling from surrounding suburbs, we are conveniently located for residents of Glen Iris, Ashwood, Camberwell, Canterbury, Toorak, Carnegie, Armadale, Caulfield, Burwood and Chadstone.&nbsp;As a mixed billing practice, we are aligned with most major health funds and offer on the spot claiming with our HICAPS system. As a new patient your initial consultation will be $69.00 and a standard consultation is $56.00. For more information on your gap payment or cover, we encourage you become acquainted with your health funds policy and individual gap payments.&nbsp;With our convenient online booking service, booking an appointment is easy and can be done at any time. To get started now, simply click on your preferred appointment time from the options displayed at the top of the page.",65747,,,+61398869188,Chinese Medicine,
,Practice,,,,,,,,,,,,,6000,WA,,Perth,"Unit 57 / Unit 57 / 76 Newcastle Street, Perth, WA, 6000",false,false,Baolin Acupuncture & Chinese Medicine Centre,"Baolin Acupuncture &amp; Chinese Medicine Centre located in Perth (57/76 Newcastle Street 9228 8828) and Subiaco (6/1 Sheen Street 9380 4171), is renowned for providing effective holistic healthcare to Perth community. With a team of experienced and dedicated acupuncture and Chinese Medicine practitioners, each specializing in specific fields of TCM, collaborating their expertise to provide the best healthcare solution tailored to you. Our services include acupuncture, meridian massage and Chinese medicine to help with depression, weight loss, quitting smoking, fertility, sport injuries etc. Contact us today, and expect the utmost care and expert treatment to restore your health and wellbeing.",42886,,,+61892288828,Chinese Medicine,
,Practice,,,,,,,,,,,,,6008,WA,,Subiaco,"6 / 1 Sheen Street, Subiaco, WA, 6008",false,false,Baolin Acupuncture & Chinese Medicine Centre,"Baolin Acupuncture &amp; Chinese Medicine Centre located in Perth (57/76 Newcastle Street 9228 8828) and Subiaco (6/1 Sheen Street 9380 4171), is renowned for providing effective holistic healthcare to Perth community. With a team of experienced and dedicated acupuncture and Chinese Medicine practitioners, each specializing in specific fields of TCM, collaborating their expertise to provide the best healthcare solution tailored to you. Our services include acupuncture, meridian massage and Chinese medicine to help with depression, weight loss, quitting smoking, fertility, sport injuries etc. Contact us today, and expect the utmost care and expert treatment to restore your health and wellbeing.",58370,,,+61893804171,Chinese Medicine,
,Practice,,,,,,,,,,,,,3000,VIC,,Melbourne,"126 Russell Street, Melbourne, VIC, 3000",false,false,Apricot Grove,,41519,,,+61396547181,Chinese Medicine,
,Practice,,,,,,,,,,,,,4000,QLD,,Brisbane,"344  Queen Street, Brisbane, QLD, 4000",false,false,Assiram Clinic,,45626,,,+61732290115,Chinese Medicine,
,Practice,,,,,,,,,,,,,3134,VIC,,Ringwood,"31 Wantirna Road, Ringwood, VIC, 3134",false,false,Almond Wellness Centre,"At Almond Wellness Centre Chinese medicine acupuncture clinics we offer both Symptomatic Care and Preventive Health care and they are available to anyone who would like to get off the treadmill of ill health and would like to discover a blueprint for health rejuvenation and optimal well-being.We specialize in:Fertility enhancement for male infertility, female infertility, IVF&nbsp;acupuncture&nbsp;support;Gynaecological disorders, women's health, pregnancy and labor support;Natural Pain management;Children's diseases;Acupuncture stress relieve, depression, anxiety;Digestive disorders;Skin problem;Laser quit smoking;Cancer support;And other difficult conditions.We strongly believe that Traditional Chinese Medicine, acupuncture and natural health care have the answer to the problems that millions of people face. Our passion is to reach the masses of society by serving other people and giving you a chance to get well and stay well without drugs or surgery.",56027,,,+61388021519,"Acupuncture, Chinese Medicine",
,Practice,,,,,,,,,,,,,3058,VIC,,Coburg,"4 Harding Street, Coburg, VIC, 3058",false,false,Almond Wellness Centre,"At Almond Wellness Centre Chinese medicine acupuncture clinics we offer both Symptomatic Care and Preventive Health care and they are available to anyone who would like to get off the treadmill of ill health and would like to discover a blueprint for health rejuvenation and optimal well-being.We specialize in:Fertility enhancement for male infertility, female infertility, IVF&nbsp;acupuncture&nbsp;support;Gynaecological disorders, women's health, pregnancy and labor support;Natural Pain management;Children's diseases;Acupuncture stress relieve, depression, anxiety;Digestive disorders;Skin problem;Laser quit smoking;Cancer support;And other difficult conditions.We strongly believe that Traditional Chinese Medicine, acupuncture and natural health care have the answer to the problems that millions of people face. Our passion is to reach the masses of society by serving other people and giving you a chance to get well and stay well without drugs or surgery.",56029,,,+61393865068,"Acupuncture, Chinese Medicine",
,Practice,,,,,,,,,,,,,3207,VIC,,Port Melbourne,"224 Bay Street, Port Melbourne, VIC, 3207",false,false,Albert Park Traditional Chinese Medicine,,41609,,,0419992996  ,Chinese Medicine,
,Practice,,,,,,,,,,,,,3204,VIC,,Ormond,"720 North Road, Ormond, VIC, 3204",false,false,101 Hair Care Clinic,,41605,,,+61395787788,Chinese Medicine,
,Practice,,,,,,,,,,,,,6008,WA,,Shenton Park,"78 Excelsior Street, Shenton Park, WA, 6008",false,false,Tao Acupuncture Clinic,"The&nbsp;East West&nbsp;Traditional Medicine Centre strives to deliver thorough healthcare to our patients through an understanding of both Eastern transformations and Western anatomy and physiology. We listen to your problems, diagnose areas that we can help with and provide practical solutions to your needs.&nbsp;Treatments we offer:Traditional Chinese Medicine&nbsp;is an ancient system of medicine originating up to 5000 years ago that has undergone constant evolution to it&rsquo;s now modern counterpart involving consultation with many objective/subjective observations and practical treatment modalities.Acupuncture&nbsp;involves the insertion of very fine needles into the body at precise points predetermined by the acupuncturist. Associated Modalities are Electro-Acupuncture, Cupping and Moxibustion.Chinese Herbal Medicine&nbsp;involves the appropriate prescription of a combination of herbal medicines to make a formula of herbs designed to treat a specific TCM diagnosis determined by the TCM practitioner.Remedial Massage&nbsp;is the therapeutic application of massage techniques in consideration of actual health complaints involving alterations in posture/pathological tissues which may be detected through various diagnostic methods the therapist is trained to perform.&nbsp;Tuina&nbsp;is a similar, TCM version of Remedial Massage.Naturopathy&nbsp;seeks to treat the whole body rather than looking at the particular ailment, disease or symptom in turn seeking to treat the underlying causes.Iridology&nbsp;is the study of the iris (the coloured part) of the eye. The iris reveals varying conditions of every part and organ in the body.&nbsp;Other Services:AcupunctureChinese Herbal MedicineLaser AcupunctureElectro-AcupunctureCuppingMoxibustionRemedial MassageTuinaWestern Herbal MedicineNutritional AdviceHomeopathy&nbsp;&nbsp;Initial and Standard consultations&nbsp;range from $70 - $85. We accept payment from most health funds including BUPA, CBHS, HBF, HCF, HIF, Medibank Private and Mediplan.Located in Penrith CBD, East West Traditional Medicine Centre specializes in delivering a range of traditional medical services. We are ideal for those who live and work in Penrith and surrounding suburbs including, Cranebrook, Emu Plains, Glenmore Park, South Penrith, Jordan Springs, Emu Heights, Cranebrook, Jamisontown, Kingswood and Cambridge Gardens. We welcome you to relax in our quiet waiting area, equipped with a bathroom for your convenience.The&nbsp;East West&nbsp;Traditional Medicine Centre is located in Parker Arcade, the 4th arcade down the hill towards Westfields from&nbsp;Woodriff&nbsp;St. (ANZAC Memorial corner) on High Street.&nbsp;You can find Theodores&rsquo; Cafe and Optometrists located at the High Street entrance to Parker Arcade. Ideal parking is located in Judges Place car park out the back of the arcade and across Union Lane for those who prefer to drive. If travelling by train, Penrith Train station is within short walking distance of our clinic.",62055,,,+61893889188,Chinese Medicine,www.taoacupuncture.com.au
,Practice,,,,,,,,,,,,,6014,WA,,Floreat,"2 / 434 Cambridge Street, Floreat, WA, 6014",false,false,acu8 Health Fertility and Healing Centre,"We are providing natural health solutions to help your fertility and general health.We love what we do and dedicate ourselves to delivery high level healthcare and the best possible outcomes for all clients. Providing different natural treatments such as Acupuncture, Chinese Herbal Medicine, Remedial Massage, Cupping and Moxibustion, we assist with a various kinds of health issues and disorders:Fertility &amp; Pregnancy: Male and Female Infertility, IVF Support, Miscarriage Prevention, Pregnancy Care and Labor Induction&nbsp;Women&rsquo;s Health: Menopause, Polycystic Ovary Syndrome (PCOS), Endometriosis, Period Pain, Irregular Periods, PMS&nbsp;Pain Management: Neck, shoulder and Back Pain, Sciatica, Headache and Migraine, Frozen Shoulder, Tennis Elbow, Carpel tunnel syndrome, Knee Pain, Sports Injuries, Arthritis, Gout, Fibromyalgia, Tenosynovitis&nbsp;Skin Issues: Acne, Eczema, Urticaria(Hives), Shingles, Alopecia, Neurodermatitis,&nbsp;Digestive Disorder: Diarrhea, Constipation, IBS, Gastritis, Reflux&nbsp;Respiratory Disorders: Common Cold, Flu, Hayfever, Asthma, Rhinitis, Sinusitis, Chronic Cough, Bronchitis, Acute Tonsillitis&nbsp;Mental Disorders: Insomnia, Stress, Depression, Anxiety, Panic Attack&nbsp;Nerve System Diseases: Facioplegia, Apoplectic Sequela, Trigeminal Neuralgia&nbsp;Men&rsquo;s Health: Low Libido, Impotence&nbsp;Other Conditions: Urinary Disorder, Weight Loss, Quit Smoking, Cancer Support, Fatigue, Poor CirculationServices Offered:&nbsp;AcupunctureChinese Herbal MedicineRemedial MassageCupping&nbsp;MoxibustionSurrounding Suburbs: Floreat, City Beach, Mt Claremont, Wembley, Jolimont, Daglish, Churchlands, Woodlands, Wembley Downs, Doubleview, Innaloo, Osborne Park, Glendalough, Herdsman, Subiaco, Shenton Park, Mount Hawthorn, Perth, Scarborough, karrinyup",60505,,,+61893873389,"Acupuncture, Chinese Medicine",www.acu8.com.au
